Name,Description,Logo
DeepLeaf,"
									Forte de son engagement constant, la start-up DeepLeaf œuvre ardemment pour permettre aux agriculteurs de détecter promptement les maladies affectant leurs cultures et d'adopter des mesures préventives pour réduire les pertes de récoltes. Profondément fière de sa contribution à la…	
								",https://www.start-up.ma/wp-content/uploads/2024/03/DeepLeaf-l-Start-up.ma_-150x150.png
Stairling,"
									Stairling est une plateforme innovante dédiée aux chauffeurs VTC, fondée par Mimoun Bouhout El Alami. Elle permet aux chauffeurs de travailler avec plusieurs applications de transport comme Uber, Heetch, et Bolt, tout en bénéficiant d’un contrat permanent au sein d’une…	
								",No Image
Dilegis Premium Service,"
									Cabinet de conseil spécialisé dans l’accompagnement des entreprises. Nous proposons un accompagnement personnalisé pour l’avancement de votre activité ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Dilegis-Premium-Service-l-Start-Up-150x150.png
Tracklab,"
									Tracklab s'active en tant que réseau de conformité B2B pour les secteurs de l'alimentaire et des cosmétiques. Dans un monde exigeant, où les chaînes d'approvisionnement subissent des perturbations (guerre en Ukraine, Covid, changement climatique), instaurer une confiance solide entre client…	
								",https://www.start-up.ma/wp-content/uploads/2024/03/Tracklab-l-Start-up.ma_-150x150.png
Outdooors,"
									Outdooors est une agence et société de médias et d’actualités qui produit du contenu pour mettre en avant les activités sportives et autres activités connexes ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Outdoors-l-Strat-Up-150x150.png
IZEM CONSULTING,"
									IZEM CONSULTING est une StartUp de services du numérique et de conseils en ingénierie, spécialisée dans la conception des systèmes de management et de monitoring numérique...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/IZEM-CONSULTING-l-Start-Up-150x150.png
AlKora App,"
									Al Kora App est une application mobile dédiée aux passionnés de football, offrant une expérience immersive pour suivre les dernières nouvelles, résultats, classements et statistiques du monde du football. Que vous soyez supporter d'une équipe en...	
								",https://www.start-up.ma/wp-content/uploads/2024/05/Alkora-l-start-up.ma_-150x150.png
Links Solutions,"
									Link Solutions simplifie l'utilisation des nouvelles technologies en offrant des systèmes performants et sécurisés. Sa mission est d'améliorer la qualité de services tout en réduisant les ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Links-Solutions-150x150.png
Finware,"
									Finware est une entreprise technologique spécialisée dans l’infrastructure financière mondiale. Leur mission est de rendre cette infrastructure accessible et abordable pour les entrepreneurs du monde entier. Caractéristiques et services API Globale : Finware propose une API puissante permettant de créer…	
								",https://www.start-up.ma/wp-content/uploads/2024/07/Design-sans-titre-93-150x150.png
KOUN,"
									Koun est une marque de produits fashion et de design collaboratifs et écosolidaires, conçus en collaboration avec des jeunes et des femmes en réinsertion professionnelle.	
								",https://www.start-up.ma/wp-content/uploads/2023/11/KOUN-150x150.png
CREATIX STUDIO,"
									CREATIX STUDIO, est une entreprise de productions audiovisuelles qui s'articule autour du conseil et de la réalisation de productions de film ou vidéo d'entreprise à...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/CREATIX-STUDIO-l-Start-Up-150x150.png
Joodek,"
									Joodek est la première plateforme conçue pour apporter à tous les utilisateurs de la région MENA un moyen d’économiser de l’argent lors des achats en ligne, en leur offrant des remises	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Joodek-l-Start-Up-150x150.png
Crealo,"
									Crealo est une solution SaaS qui facilite la consolidation des données, assure la fiabilité des calculs et simplifie la communication, offrant une gestion simplifiée des droits d'auteur et des paiements de redevances.	
								",https://www.start-up.ma/wp-content/uploads/2024/01/Design-sans-titre-4-1-150x150.png
Zedenya,"
									Zedenya est une marque de Lifestyle qui propose des produits haut de gamme qui accompagnent l’utilisateur dans son quotidien...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Zedenya-Planner-l-Strat-Up-150x150.png
Upfund,"
									Upfund est une solution digitale dédiée au secteur immobilier, offrant des données complètes et fiables pour les transactions, flux piétons, zones de chalandise, locataires et propriétaires. Upfund permet aux enseignes, brokers, bailleurs, promoteurs et experts de générer des rapports, évaluer…	
								",https://www.start-up.ma/wp-content/uploads/2024/07/Design-sans-titre-94-150x150.png
HooLiik,"
									HooLiik une nouvelle plateforme destinée à la promotion du bien-être et la préservation de la santé mentale sur le lieu de travail. Grâce à Hooliik...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/HooLiik-l-Start-Up-150x150.png
Jobbers.ma,"
									Jobbers.ma, est une plateforme novatrice 100% Made in Morocco, spécialisée dans le Jobbing, les services, et les micro-services en freelance. Elle connecte efficacement ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/jobbers-150x150.png
KHATWA PARTNERS,"
									KHATWA PARTNERS, est la première plateforme 100% digitale pour l’information, la formation et l’accompagnement des porteurs de projets, Auto-entrepreneurs et ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/kHotwa-150x150.png
Kaalix.ma,"
									Kaalix est une startup qui propose un site web et une application mobile permettant aux clients de commander en ligne des restaurants, épiceries, magasins, et supermarchés ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Kaalix.ma-l-Start-Up-150x150.png
OriginSoft,"
									OriginSoft est un fournisseur de services technologiques spécialisé dans le développement et la distribution de solutions intégrées « S.a.a.S » pour les fabricants ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/OriginSoft-l-Start-Up-150x150.png
L’Workshop,"
									L'Workshop est une startup innovante spécialisée dans l'innovation visuelle, proposant une gamme de services axés sur les technologies de pointe telles que la réalité augmentée (AR), la réalité virtuelle (VR), le vidéo mapping et les projections interactives. Nous sommes déterminés...	
								",https://www.start-up.ma/wp-content/uploads/2024/05/lworkshop_logo-150x150.png
NEXTWI,"
									NextWi est une solution Wi-Fi marketing permettant aux hôtels, restaurants ou tout autre business de transformer leur WiFi en un super outil de communication ....	
								",https://www.start-up.ma/wp-content/uploads/2023/11/NEXTWI-150x150.png
VitalCare,"
									VitalCare propose une offre globale et polyvalente d’aides de soins et d’hospitalisation à domicile au Maroc. Que ce soit une aide permanente ou passagère, une offre sur mesure sera proposée à vos patients dans le confort de leur foyer...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/VitalCare-l-Start-Up-150x150.png
PocketDoc,"
									PocketDoc est une application mobile destinée au corps médical afin d’accéder rapidement à des informations médicales fiables, pratiques et relevantes.	
								",https://www.start-up.ma/wp-content/uploads/2023/11/PocketDoc-150x150.png
Cabinet ADVICE,"
									Fondé en 2018, Cabinet ADVICE est né d’une vision claire : guider les entreprises à travers le labyrinthe des certifications et des agréments, tout en les aidant à tirer parti des ...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/Cabinet-ADVICE-l-Start-up.ma_-150x150.png
Retco,"
									Retco, la start-up innovante, offre une solution de gestion de documents simplifiant le processus de numérisation et de stockage. Notre mission est de fournir des outils conviviaux pour que les…	
								",https://www.start-up.ma/wp-content/uploads/2024/03/Retco-l-Start-up.ma_-150x150.png
NoBox Lab,"
									NoBox Lab  est une startup marocaine qui propose des programmes ludiques et des expériences innovantes aux enfants et aux jeunes. Elle compte parmi ses programmes la plateforme EdTech Fodoul ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/NoBox-Lab-l-Start-Up-150x150.png
ATLAN SPACE,"
									ATLAN Space est une start-up africaine de technologie profonde. Dans le but de briser les frontières de l’aéronautique avec l’intelligence artificielle pour soutenir les écosystèmes	
								",https://www.start-up.ma/wp-content/uploads/2023/11/ATLAN-SPACE-l-Start-Up-150x150.png
Maxtron,"
									MAXTRON est une société indépendante, spécialisée dans la fourniture, le contrôle et les essais des équipements électriques BT/HTA/HTB...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Maxtron-l-Start-Up-150x150.png
GreenSmartAgro,"
									GreenSmartAgro représente une révolution dans l'agriculture, intégrant technologies et durabilité. Grâce à l'innovation et à la conscience environnementale, elle transforme les pratiques agricoles. Au cœur de sa mission, elle cherche à optimiser chaque aspect de la production, de la gestion...	
								",https://www.start-up.ma/wp-content/uploads/2024/05/GreenSmartAgro-150x150.png
Dyalna,"
									Dyalna-Markat El Moustahlik est une plateforme de vote collaborative, qui permet aux consommateurs de conceptualiser et créer des produits...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Dyalna-150x150.png
SehaLink,"
									SehaLink est une plateforme santé innovante vous permettant de récupérer vos résultats et comptes rendus d'analyses en ligne à travers nos laboratoires et médecins partenaires.	
								",https://www.start-up.ma/wp-content/uploads/2024/01/SehaLink-l-Start-up.ma_-150x150.png
Cryptr,"
									Cryptr propose une solution d'authentification sans mot de passe en mode SAAS pour les sites web et mobiles. Notre objectif est de permettre le déploiement rapide et facile de solutions Passwordless…	
								",https://www.start-up.ma/wp-content/uploads/2024/03/Cryptr-150x150.png
Eight-id,"
									L’agence EIGHT-Id crée et maintient des solutions innovantes, sécurisées, performantes et orientées ""Expérience Utilisateur"". Nous identifions les concepts afin d’élaborer....	
								",https://www.start-up.ma/wp-content/uploads/2023/11/EIGHT-id-l-Start-Up-150x150.png
Jannatecare,"
									Jannatecare est la première parapharmacie en ligne au Maroc, proposant un programme de fidélité et de parrainage inédit ! Cette startup opère dans le secteur de ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Jannatecare-l-Start-Up-150x150.png
PantoFit,"
									Pantofit est une application mobile qui vous permet de vous entraîner dans plusieurs salles de sport aux quatre coins du Maroc. L’application vous permet ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/pantofit-150x150.png
MonDentiste.ma,"
									Dentiste au service du patient, une relation de confiance entre les deux parties. Le secteur dentaire au Maroc rassemble une multitude de dentistes avec toutes ces spécialités. Mondentiste.ma vous propose...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/MonDentiste.ma-l-Start-Up-150x150.png
GEOAP,"
									GEOAP est une entreprise qui fournit des solutions géospatiales pour la gestion des ressources naturelles et matérielles. En exploitant le potentiel des géodonnées, nous offrons...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/GEOAP-l-Start-Up-150x150.png
Tickie,"
									Tickie, la startup spécialisée dans la billetterie sportive, révolutionne l'expérience des fans et des clubs en introduisant des billets numériques uniques basés sur la technologie NFT. Notre mission est d'accompagner tous types de clubs sportifs dans l'ère de la révolution…	
								",https://www.start-up.ma/wp-content/uploads/2024/03/Tickie-150x150.png
SportifyAI,"
									SportifyAI est une startup révolutionnaire qui intègre l'intelligence artificielle (IA) dans le domaine du fitness. Fondée par Ilyes Ben Haj Dahmane, SportifyAI a pour mission de transformer l'approche des individus envers l'entraînement physique en proposant des solutions personnalisées et optimisées…	
								",https://www.start-up.ma/wp-content/uploads/2024/06/Design-sans-titre-77-150x150.png
Lagare.ma,"
									Lagare.ma est la première gare routière électronique au Maroc, créer en 15 Mars 2014, édité par la société E-gare SARL, une société à responsabilité limité ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Lagare.ma-l-Start-Up-150x150.png
Kezakoo,"
									Kezakoo est une plateforme d’e-learning qui innove constamment de nouvelles solutions pour encourager un apprentissage amusant et efficace. Sa mission est d’accompagner ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Kezakoo-l-Start-Up-150x150.png
PROMO MATERIAUX,"
									Le showroom PROMO MATÉRIAUX est une boutique spécialisée dans la vente de matériaux de construction allant du gros œuvre à la peinture. Vous y trouverez tous les matériaux nécessaires pour ...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/PROMO-MATERIAUX-150x150.png
Wanaut,"
									Wanaut dédiée à créer un écosystème expérientiel complet. Notre mission est d'accompagner les marques, les créateurs d'expériences et les organisateurs d'évènements vers le succès en leur offrant des solutions intégrées...	
								",https://www.start-up.ma/wp-content/uploads/2024/01/wanaut-150x150.png
Diramino,"
									DIRAMINO est la première plateforme marocaine dédiée à l’éducation financière des jeunes marocains en français et en darija.	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Diramino--150x150.png
Mindset Training,"
									Mindset Training est une plateforme digitale de coaching et de formation dont le principal objectif est de vous aider à créer une nouvelle réalité dans votre vie .	
								",https://www.start-up.ma/wp-content/uploads/2023/12/mindset-training-150x150.png
IYADA,"
									IYADAest un logiciel ERP conçu pour une gestion globale des cabinets médicaux toutes spécialités confondues. Suite à une collaboration entre de nombreux praticiens et nos équipes ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/IYADA-l-Start-Up-150x150.png
GRIMADIZ,"
									GRIMADIZ, c’est un site marchand qui vous permet de satisfaire vos petits appétits au milieu des repas, que ce soit entre deux réunions, en regardant vos émissions préférées ou en révisant pour un examen, plutôt que d’opter pour...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Grimadiz-150x150.png
MyTeam Solution,"
									MyTeam Solution est une plateforme de gestion sportive flexible et ergonomique, destinée aux équipes sportives, médicales et administratives pour collecter, analyser et partager des données en toute sécurité.	
								",https://www.start-up.ma/wp-content/uploads/2023/11/antinos-my-team-150x150.png
MosaicLab,"
									Mosaiclab est un cabinet d’innovation qui aide les organisations à bénéficier du numérique pour améliorer leur potentiel et demeurer en adaptabilité constante avec...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/MosaicLab-l-Start-Up.ma_-150x150.png
Smart Car Connect,"
									Smart Car Connect a établi des partenariats stratégiques avec des acteurs majeurs dans les domaines de la science, de la technologie et de l'industrie à travers le royaume ...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/SMART-CAR-CONNECT-150x150.png
Blink Pharma,"
									Blink Pharma est la première plate-forme de gestion de transactions entre professionnels de la santé. Blink Pharma vous aide à démarcher et proposer vos produits à la Pharmacie	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Blink-Pharma-150x150.png
CarDiag,"
									CarDiag fournit un appareil et une application mobile permettant aux automobilistes de diagnostiquer leur véhicules de façon autonome et à très faible coût, en cas de pannes ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/CarDiag-150x150.png
At. Line sàrl,"
									At. Line sàrl opère dans le secteur du textile et de l'habillement. De la conception numérique à la confection de produits en séries, At. Line assure un service de qualité optimal, pour...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/At.-Line-sarl-1-150x150.png
SOS CONSTAT,"
									La start-up SOS CONSTAT, est une compagnie d'assurance automobile basée à Casablanca, propose un service agréé auprès ...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/SOS-CONSTAT-l-Start-up.ma_-150x150.png
Nalida Power,"
									Nalida Power est au service de clients marocains et internationaux les plus avant-gardistes à la recherche d'équipements urbains innovants avec un design et des fonctionnalités conjuguant esthétique ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Nalida-Power--150x150.png
Digicall Partner,"
									Spécialisée dans le commerce électronique, Digicall Partner renforce votre relation client à travers un service commercial, une assistance technique et un service après-vente multicanal ...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/digicall-150x150.png
Maborne,"
									Maborne est une startup qui fournit des produits tactile exceptionnels sur mesure de A à Z, fabrication 100% marocaine, usinage dont le découpage laser ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/MaBorne-150x150.png
M4Nature,"
									M4Nature est une entité marocaine, dynamisé par une équipe de jeunes marocains du domaine, avec des profils pointus différents et à jour, assurant la création ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/M4Nature-150x150.png
GUICHET,"
									GUICHET, la première plateforme marocaine à 100 % dédiée à la billetterie intelligente, qui permet aux organisateurs d'événements et aux participants de gérer leurs réservations, paiements et accès de ...	
								",https://www.start-up.ma/wp-content/uploads/2024/01/GUICHET-l-Start-up.ma_-150x150.png
Mubawab.ma,"
									Présent sur la toile numérique marocaine depuis 2012 et pionnier de l’immobilier digital, Mubawab.ma est parmi les sites web les plus prisés des internautes au Maroc...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Mubawab.ma_-150x150.png
Babelmdina,"
									Babelmdina est le premier marché en ligne pour les artisans talentueux de vendre leurs produits faits à la main à un public mondial. la plateforme facile à utiliser fournit aux artisans...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/Babelmdina-150x150.png
Becare.ma,"
									La start-up Becare.ma est une plateforme digitale au Maroc qui vous offre la possibilité de demander en ligne les services des professionnels de santé de Becare qui se déplaceront chez vous pour ...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/Becare.ma-l-Start-up.ma_-150x150.png
Neuroconversions,"
									La première agence Neuromarketing spécialisée en marketing digital qui utilise des algorithmes issus des neurosciences pour comprendre le comportement des utilisateurs	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Neuroconversions-l-Start-Up-150x150.png
High Delivery,"
									High delivery est une société de transport et la livraison à domicile des petite colis créée au Maroc en 2017. opère dans plus que 300 villes marocaines...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/High-Delivery-1-150x150.png
WSSELNI MAAK,"
									WSSELNI MAAK est une startup mettant à disposition de ses clients une application mobile de covoiturage urbain qui leur permet de se mettre en relation avec des covoitureurs...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Wsselni-Maak-1-150x150.png
Elite Gardens Corporation,"
									Elite Gardens Corporation consiste à produire des pots ainsi que des présentoirs de jardin en utilisant le bois et l’argile, ces produits permettent une auto irrigation ainsi ...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/Elite-Gardens-Corporation-1-150x150.png
Spore Bio,"
									Spore Bio, fondée à Paris en janvier 2023 par Amine Raji, révolutionne la détection des bactéries dans les produits de consommation. Leur technologie basée sur l'IA détecte les bactéries en quelques minutes au lieu des vingt jours habituels, promettant de…	
								",https://www.start-up.ma/wp-content/uploads/2024/05/Spore-Bio-l-Start-up.ma_-150x150.png
Daba’Go,"
									Daba’Go propose une application qui calcule le trajet optimal pour un trajet donné dans les grandes villes africaines, et propose à l’utilisateur une sélection ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/dabaGo-150x150.png
KWIKS,"
									KWIKS a pour objectif de démocratiser l’accès à un recrutement de qualité en créant la première communauté de recruteurs indépendants (FastRecruiters) en Afrique.	
								",https://www.start-up.ma/wp-content/uploads/2023/11/KWIKS-1-150x150.png
NaturOPeps,"
									NaturOPeps met à la disposition de ses clients une panoplie de produits de bien-être et de beauté, de compléments alimentaires, d’huiles essentielles et végétales précieuses produites par des marques saines, transparentes et eco-friendly.	
								",https://www.start-up.ma/wp-content/uploads/2023/11/NaturOPeps-l-Start-Up-150x150.png
AILAB,"
									AILAB est une Entreprise de Services Numériques (ESN),Il fournit les outils de votre transformation digitale. AILAB est éditeur et intégrateur de la boite à outils...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Ailab-l-Start-Up-150x150.png
BLUEKHADAMATE,"
									Bluekhadamate est un fournisseur de solutions destinées aux vendeurs en ligne (e-commerçants) et un accompagnateur dans l'amélioration de leurs performances et le développement de ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/BLUEKHADAMATE-l-Start-Up-150x150.png
Sakane,"
									Sakane est un site d’annonces immobilières. La plateforme propose des annonces d'offre immobilières à la vente de biens neufs ou seconde main et aussi des biens à la location publiées par des particuliers...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/sakane-150x150.png
Docline,"
									Docline est une start-up innovante spécialisée dans la numérisation et l'optimisation des services de santé, fondée avec pour mission de faciliter l'accès aux soins médicaux de manière efficace et conviviale. Grâce à une plateforme technologique avancée, Docline propose des solutions…	
								",https://www.start-up.ma/wp-content/uploads/2024/05/docline-l-Start-up.ma_-150x150.png
Toubib.ma,"
									Toubib.ma est la première plateforme E-Health pour les médecins, les cliniques, les pharmacies, les laboratoires médicaux et les centres de fitness. Toubib.ma vous permet ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Toubib.ma_-150x150.png
Gatasky,"
									GataSky est une start-up plateforme d'assurance numérique pour animaux de compagnie, offrant une couverture complète aux propriétaires d'animaux au Maroc ...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/gatasky-l-Start-up.ma_-150x150.png
Chifae,"
									Chifae App développe une application mobile fiable pour faciliter les consultations médicales à la demande de la manière la plus pratique et la plus simple	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Chifae-150x150.png
TERA MAROC TECHNOLOGIE,"
									TERA MAROC TECHNOLOGIE est Société de Fabrication et Maintenance et Vente de Matériaux et Systèmes Automatiques et Pièces Électroniques.	
								",https://www.start-up.ma/wp-content/uploads/2023/11/TERA-MAROC-TECHNOLOGIE-l-Start-Up-150x150.png
UNISSEY,"
									UNISSEY est une start-up pionnière dans le domaine de l'analyse vidéo par intelligence artificielle. Fondée par des experts en vision par ordinateur et en apprentissage automatique, elle développe des solutions innovantes qui transforment les données visuelles en informations exploitables...	
								",https://www.start-up.ma/wp-content/uploads/2024/05/Unissey-l-Start-up.ma-1-150x150.png
Nessiam,"
									Nessiam est la première marque marocaine de lingerie créée sur Internet. Son ambition affichée est de devenir leader dans la région MENA d'ici 2025.	
								",https://www.start-up.ma/wp-content/uploads/2024/01/telechargement-3-1-150x150.png
Hellowatt,"
									Hellowatt est une start-up marocaine fondée par Younés Medkouri Zidi et Tarik Bensaad, qui se concentre sur la démocratisation de l'énergie solaire au Maroc.	
								",https://www.start-up.ma/wp-content/uploads/2024/07/Design-sans-titre-79-150x150.png
Rock.ma,"
									Rock.ma est un magasin de musique en ligne au Maroc, leur mission est de fournir la meilleure qualité d’instruments de musique et accessoires pour...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Rock.ma_-150x150.png
Logidoo,"
									Logidoo est une plateforme numérique spécialisée dans le transport de marchandises vers et depuis l’Afrique. Elle relie les marchés africains grâce à une logistique intelligente qui résout tous les problèmes liés au manque..	
								",https://www.start-up.ma/wp-content/uploads/2024/04/2wl_logo-150x150.png
Webpick,"
									Agence Web et Mobile, spécialisée dans la création des supports numériques dédiés aux grands médias. Services : Consulting multiplatformes , webmastering et développement web – Développement mobile iOS &amp; Android – UX Design …	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Webpick-150x150.png
Hmizate.ma,"
									Hmizate est une entreprise de commerce électronique au Maroc. Elle vous propose des offres dans les coins les plus branchés dans les grandes villes du Maroc ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Hmizate-150x150.png
MED LEARNING ACADEMY,"
									MedLearningAcademy est une structure de préparation complète qui accompagne l’étudiant durant toutes les étapes clés de son cursus en médecine : initiation aux études de médecine (objet de ce guide)...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/MED-LEARNING-ACADEMY-l-Start-Up-150x150.png
Myfollowap,"
									Myfollowap offre des solutions de gestion de dépôt novatrices, permettant aux entreprises d'optimiser leur logistique. Grâce à des outils innovants, l'entreprise favorise ...	
								",https://www.start-up.ma/wp-content/uploads/2024/01/Myfollowap-l-Start-up.ma_-150x150.png
Nsayblik,"
									Nsayblik est une entreprise technologique qui met en relation des freelancers vérifiés avec des particuliers ou des entreprises cherchant à accomplir des tâches spécifiques ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Nsayblik-l-Start-Up-150x150.png
Cuimer,"
									Cuimer est une start-up innovante spécialisée dans la transformation des peaux de poisson en cuir de haute qualité. Fondée sur des principes de durabilité et d'économie circulaire,	
								",https://www.start-up.ma/wp-content/uploads/2024/07/Design-sans-titre-80-150x150.png
ShareID,"
									ShareID est la prochaine génération de logiciel d’authentification multifacteur qui détecte l’authenticité des identifiants émis par le gouvernement dans le monde numérique	
								",https://www.start-up.ma/wp-content/uploads/2024/01/0355588c-0653-4975-ab33-b538fd6a0bc9-1-150x150.png
Terraa,"
									Terraa est une plateforme technologique qui connecte les agriculteurs aux magasins, restaurants et hôtels. Notre objectif est de rendre l'approvisionnement alimentaire plus durable et accessible...	
								",https://www.start-up.ma/wp-content/uploads/2024/04/Terraa-150x150.png
Space Up,"
									Space Up s’impose comme un acteur majeur de la Proptech marocaine, offrant aux entreprises une solution innovante pour la recherche et la réservation d’espaces événementiels...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/SpaceUP-150x150.png
Chic Intemporel,"
									Chic Intemporel propose la fine fleur de l’éco-design dans le domaine de la création artisanale, avec une palette de produits comprenant des pièces fabriquées à la ...	
								",https://www.start-up.ma/wp-content/uploads/2024/01/Chic-Intemporel-l-Start-up.ma_-150x150.png
CHRONOMENAGE,"
									Chronomenage est la plate-forme marocaine qui met en relation les personnes qui recherchent une femme de ménage, ou un réparateur pour leur appartement ou bureau ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/CHRONOMENAGE-l-Start-Up-150x150.png
EDRIVE,"
									EDRIVE est une start-up spécialisée dans les services de mobilité et la gestion de flotte automobile d’entreprise au Maroc.	
								",https://www.start-up.ma/wp-content/uploads/2023/12/edrive-150x150.png
Jibly,"
									Jibly propose un site web et application qui exposent des repas frais et délicieux préparés par des femmes entrepreneures passionnées en télétravail ...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Jibly-l-Start-Up-150x150.png
AKOM SOLUTIONS,"
									AKOM SOLUTIONS est une agence de communication digitale, qui propose des solutions clés en main et adaptées aux besoins des clients afin de développer leur visibilité ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/AKOM-solutions-150x150.png
ijaD Go,"
									IjaD Go est une start-up spécialisée dans la reprise, la location, l'achat, et la vente de voitures d'occasion, offrant également des services de vente de ...	
								",https://www.start-up.ma/wp-content/uploads/2024/01/ijaD-Go-l-Start-up.ma_-150x150.png
YoLa Fresh,"
									La stratégie de YoLa Fresh repose sur l'utilisation de technologies de pointe et de données pour optimiser tout le processus qui permet d'acheminer les fruits et légumes des champs à votre assiette. En rendant ce processus plus efficace, YoLa Fresh…	
								",https://www.start-up.ma/wp-content/uploads/2024/05/Logo-Yola-png-150x150.png
WafR,"
									WafR, une startup marocaine dans le secteur de la grande distribution (FMCG), résout un défi majeur pour les marques dans les épiceries, où 90% des ventes ont lieu au Maroc;	
								",https://www.start-up.ma/wp-content/uploads/2024/04/WafR-150x150.png
Verdura,"
									Verdura est une entreprise de conception,réalisation et entretien des espaces verts et  jardins fourniture de toute sorte de plantes projets agricoles.	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Verdura.ma-l-Start-Up-150x150.png
Bots Factory,"
									Bots Factory est une entreprise marocaine qui révolutionne l’interaction entre les entreprises et leurs clients. En utilisant l’intelligence artificielle et l’apprentissage ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Bots-Factory_-150x150.png
Doctobook,"
									Doctobook met à la disposition des patients un site web et une application mobile qui leur permet de prendre des rendez-vous et de consulter en ligne des médecins et professionnels de santé	
								",https://www.start-up.ma/wp-content/uploads/2023/11/doctobook-l-Start-Up-150x150.png
Aerodrive Engineering Services,"
									Aerodrive Engineering Services (AES) est une startup spécialisée dans le développement de solutions technologiques intégrées pour accompagner les entreprises marocaines dans leur transformation numérique. Nous nous concentrons sur la conception et la mise en place de logiciels et de systèmes…	
								",https://www.start-up.ma/wp-content/uploads/2024/04/aerodrive_engineering_services_logo-150x150.png
MY ALL COURSES,"
									MY ALL COURSES est un Centre de Formation à distance qui offre : Des formations sur mesure,Formateurs qualifiés,Flexibilité totale,Résultats prouvés...	
								",https://www.start-up.ma/wp-content/uploads/2023/12/myallcourses_logo-150x150.png
Presta Freedom,"
									Nous réalisons des services à la maison en abonnement pour que nos clients ne pensent plus jamais aux corvées chez eux. Aujourd’hui, le premier service offert est l’abonnement de ménage mensuel...	
								",https://www.start-up.ma/wp-content/uploads/2023/11/Presta-Freedom-l-Start-Up-150x150.png
PEAQOCK,"
									PEAQOCK est une entreprise oeuvrant dans les Services Financiers avec une expertise particulière en Data &amp; Paiements. Elle fournit des conseils sur les implications ..	
								",https://www.start-up.ma/wp-content/uploads/2023/11/PEAQOCK-l-Start-Up-150x150.png
